name,company,year,Price,kms_driven,fuel_type
0.0,-1.536019019492635,1.4520039253533954,2.0571723992642386,-1.7551802807658956,0.7211133709428198
0.0,-1.536019019492635,1.4520039253533954,2.223436562012774,-1.7170761220336266,0.7211133709428198
0.0,-1.536019019492635,1.4520039253533954,2.195725868221352,-1.6961035930673858,0.7211133709428198
0.0,-1.536019019492635,-0.6218921052371141,-0.7693183674608701,-1.6535691908131784,0.7211133709428198
0.0,-1.536019019492635,1.2446143222943444,1.4198264420615183,-1.4645725635011242,0.7211133709428198
0.0,-1.536019019492635,1.0372247192352937,1.1981408917301368,-1.3893803569361134,0.7211133709428198
0.0,-1.536019019492635,1.0372247192352937,1.3644050544786728,-1.36905813894557,0.7211133709428198
0.0,-1.536019019492635,1.0372247192352937,0.6162163221102616,-1.2877692669833962,0.7211133709428198
0.0,-1.536019019492635,1.0372247192352937,-2.016299588074889,-1.226802613011766,0.7211133709428198
0.0,-1.536019019492635,1.2446143222943444,-1.8223247315349305,-1.084547087077962,0.7211133709428198
0.0,-1.536019019492635,1.4520039253533954,-1.7391926501606625,-0.9626137791347014,0.7211133709428198
0.0,-1.536019019492635,1.0372247192352937,-1.9331675067006209,-0.9626137791347014,0.7211133709428198
0.0,-1.536019019492635,1.0372247192352937,-1.9331675067006209,-0.9219693431536145,0.7211133709428198
0.0,-1.536019019492635,0.6224455131171917,2.1403044806385063,-0.8203582532008972,0.7211133709428198
0.0,-1.536019019492635,1.0372247192352937,-1.9331675067006209,-0.7797138172198103,0.7211133709428198
0.0,-1.536019019492635,0.4150559100581407,-1.9885888942834664,-0.6984249452576364,0.7211133709428198
0.0,-1.536019019492635,0.4150559100581407,-1.9885888942834664,-0.4748805473616585,0.7211133709428198
0.0,-1.536019019492635,0.4150559100581407,-1.9885888942834664,-0.4647194383663867,0.7211133709428198
0.0,-1.536019019492635,0.4150559100581407,-1.9885888942834664,-0.3935916753994847,0.7211133709428198
0.0,-1.536019019492635,0.0002767039400387,1.5306692172272087,-0.363088026195679,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,1.4475371358529403,-0.1903694954940502,0.7211133709428198
0.0,-1.536019019492635,0.4150559100581407,1.8354868489328573,-0.1903694954940502,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,1.4475371358529403,-0.1700472775035068,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,1.4475371358529403,-0.1700472775035068,0.7211133709428198
0.0,-1.536019019492635,0.4150559100581407,1.8354868489328573,-0.1497250595129634,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,1.5306692172272087,-0.1090806235318764,0.7211133709428198
0.0,-1.536019019492635,-0.6218921052371141,1.3921157482700954,-0.0887584055413329,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,1.5306692172272087,-0.0887584055413329,0.7211133709428198
0.0,-1.536019019492635,0.0002767039400387,2.084883093055661,-0.0871326281020895,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,0.8933232600244879,-0.0481139695602461,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,0.8933232600244879,-0.0338884169668656,0.7211133709428198
0.0,-1.536019019492635,-0.4145025021780631,0.6716377096931069,-0.0277917515697026,0.7211133709428198
0.0,-1.536019019492635,-0.4145025021780631,0.6716377096931069,0.0331749024019271,0.7211133709428198
0.0,-1.536019019492635,-0.8292817082961651,0.8656125662330654,0.0534971203924706,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,0.8379018724416427,0.0534971203924706,0.7211133709428198
0.0,-1.536019019492635,-0.6218921052371141,0.8101911786502201,0.0534971203924706,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,1.6138012986014767,0.0534971203924706,0.7211133709428198
0.0,-1.536019019492635,-0.8292817082961651,1.0595874227730238,0.1144637743641009,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,1.6138012986014767,0.1144637743641009,0.7211133709428198
0.0,-1.536019019492635,0.4150559100581407,2.084883093055661,0.1551082103451878,0.7211133709428198
0.0,-1.536019019492635,0.2076663069990897,1.9740403178899704,0.1551082103451878,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,0.8379018724416427,0.1957526463262748,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,0.8379018724416427,0.2160748643168182,0.7211133709428198
0.0,-1.536019019492635,0.2076663069990897,1.5306692172272087,0.2363970823073617,0.7211133709428198
0.0,-1.536019019492635,-0.8292817082961651,0.8656125662330654,0.2363970823073617,0.7211133709428198
0.0,-1.536019019492635,-1.036671311355216,0.0342917524903861,0.2567193002979055,0.7211133709428198
0.0,-1.536019019492635,-0.8292817082961651,1.0595874227730238,0.2973637362789924,0.7211133709428198
0.0,-1.536019019492635,-0.6218921052371141,1.752354767558589,0.3176859542695358,0.7211133709428198
0.0,-1.536019019492635,-0.6218921052371141,1.752354767558589,0.3176859542695358,0.7211133709428198
0.0,-1.536019019492635,-0.8292817082961651,1.1704301979387144,0.3583303902506227,0.7211133709428198
0.0,-1.536019019492635,-0.8292817082961651,1.1704301979387144,0.3583303902506227,0.7211133709428198
0.0,-1.536019019492635,-0.8292817082961651,1.1704301979387144,0.3583303902506227,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,1.253562279312982,0.3583303902506227,0.7211133709428198
0.0,-1.536019019492635,-0.207112899119012,1.253562279312982,0.3684914992458944,0.7211133709428198
0.0,-1.536019019492635,-0.4145025021780631,1.0595874227730238,0.3786526082411662,0.7211133709428198
0.0,-1.536019019492635,-0.6218921052371141,0.5330842407359937,0.419297044222253,0.7211133709428198
0.0,-1.536019019492635,-1.451450517473318,-0.3813686543809532,0.4396192622127965,0.7211133709428198
0.0,-1.536019019492635,-1.6588401205323688,-0.5199221233380664,0.4599414802033399,0.7211133709428198
